Order id,order date,ship date,customer id,product id,product name,category,region,state,City,Quantity,Unit price,discount(%),Sales amount,cost price,profit,Payment Mode,Delivery status,Supplier name,Supplier email,stock left,Auto reorder,reorder quantity
ord1255,2025-01-10,2025-01-13,Cust698,prod6401,Keyboard,Electronics,South,Missouri,South Richardmouth,3,704,5,2006.4,1757.7,248.7,CC,Cancelled,"Cox, Ryan and Thomas",taylornicole@callahan.com,21,No,0
ord1256,2025-10-12,2025-10-18,Cust769,prod5934,Pen,Office supplies,West,Minnesota,Careyside,1,1369,10,1232.1,966.22,265.88,Cash,Delivered,Burton-Mcdonald,elizabeth72@francis.com,30,No,0
ord1257,2025-05-18,2025-05-23,Cust480,prod1417,Bed,Furniture,South,Georgia,South Kristi,8,4258,15,28954.4,17657.77,11296.63,CC,Cancelled,Norris PLC,anthony26@sanchez.com,45,No,0
ord1258,2025-10-15,2025-10-16,Cust356,prod4271,Pen,Office supplies,West,Pennsylvania,Lake Cheryl,7,4092,20,22915.2,16460.86,6454.34,Cash,Delivered,Rodriguez-Smith,martinmyers@frazier-stanley.com,13,No,0
ord1259,2025-01-09,2025-01-11,Cust151,prod8576,Monitor,Electronics,West,Arkansas,Bookerbury,1,4913,10,4421.7,3882.14,539.56,UPI,Pending,Hess PLC,hortonjennifer@anthony.info,14,No,0
ord1260,2025-02-20,2025-02-22,Cust121,prod4687,Bookshelf,Furniture,West,Massachusetts,North Andrew,10,676,10,6084.0,4008.57,2075.43,CC,Cancelled,"Fields, Carr and Sullivan",jjones@fernandez-barnett.info,33,No,0
ord1261,2025-06-17,2025-06-24,Cust896,prod9748,Study Table,Furniture,West,New Jersey,Reneestad,7,3052,20,17091.2,10539.79,6551.41,CC,Cancelled,Harris-Parker,taylorbeth@shepard.info,17,No,0
ord1262,2025-08-03,2025-08-06,Cust718,prod6363,Notebook,Office supplies,South,Ohio,Serranoside,7,1616,0,11312.0,9684.97,1627.03,CC,Cancelled,Estrada Inc,burkeroy@johnson.com,36,No,0
ord1263,2025-04-13,2025-04-17,Cust439,prod8791,Cooking oil,Grocery,North,Vermont,Port Devinstad,6,2935,20,14088.0,9696.06,4391.94,CC,Pending,Bates PLC,cranedavid@frazier.com,19,No,0
ord1264,2024-12-29,2024-12-30,Cust241,prod9658,Mouse,Electronics,North,South Dakota,Garrettside,9,1751,20,12607.2,7840.57,4766.63,NB,Returned,Mccarthy PLC,ydavis@morris.com,0,Yes,37
ord1265,2025-06-11,2025-06-14,Cust525,prod3408,Calculator,Office supplies,West,New Hampshire,Rogersville,8,1789,0,14312.0,11797.91,2514.09,CC,Returned,Allen and Sons,kellinichols@rodriguez.com,44,No,0
ord1266,2025-01-12,2025-01-16,Cust283,prod7138,Calculator,Office supplies,West,Maryland,Port Johnbury,4,3321,20,10627.2,6877.91,3749.29,UPI,Cancelled,Curtis-Lopez,chapmanjennifer@freeman.com,40,No,0
ord1267,2025-05-23,2025-05-25,Cust875,prod1472,Keyboard,Electronics,East,Massachusetts,Lake Omarton,3,516,5,1470.6,980.44,490.16,CC,Returned,Carter Group,jameslin@gomez.com,29,No,0
ord1268,2025-08-26,2025-08-27,Cust603,prod7602,Office chair,Furniture,East,Massachusetts,Annamouth,4,1033,10,3718.8,3260.31,458.49,UPI,Pending,Carter LLC,gregory62@moore.biz,7,Yes,42
ord1269,2025-04-21,2025-04-23,Cust592,prod4477,Bookshelf,Furniture,East,Alabama,Jenniferport,8,4871,15,33122.8,24075.25,9047.55,CC,Cancelled,"Taylor, Fox and Wright",melissacarpenter@moses-weber.org,23,No,0
ord1270,2025-07-11,2025-07-16,Cust632,prod8241,Sofa,Furniture,South,Illinois,East Scottton,9,1592,0,14328.0,11505.57,2822.43,NB,Returned,Jenkins-Ashley,boylerobert@matthews-white.biz,30,No,0
ord1271,2024-12-30,2024-12-31,Cust120,prod8016,Notebook,Office supplies,North,Wisconsin,Christopherland,1,2115,20,1692.0,1444.02,247.98,UPI,Pending,Hull Inc,fmorris@hernandez.com,11,No,0
ord1272,2025-10-02,2025-10-08,Cust793,prod5145,Keyboard,Electronics,North,Mississippi,Michaelberg,7,3799,15,22604.05,17479.91,5124.14,UPI,Pending,Griffin Ltd,kyle92@smith.info,50,No,0
ord1273,2025-06-16,2025-06-18,Cust943,prod1925,File folder,Office supplies,South,Oklahoma,Riddleview,1,3839,10,3455.1,2147.33,1307.77,CC,Pending,"Robinson, Martinez and Gray",leonardkrause@serrano.net,36,No,0
ord1274,2024-12-09,2024-12-11,Cust230,prod1383,Biscuits,Grocery,West,Tennessee,Coxview,8,2745,15,18666.0,12886.54,5779.46,CC,Delivered,Henry Ltd,lisa67@moore-knight.com,1,Yes,34
ord1275,2025-05-21,2025-05-26,Cust922,prod2659,Sofa,Furniture,North,Indiana,Crystalmouth,8,541,0,4328.0,3438.77,889.23,Cash,Pending,"Wheeler, Gray and Miller",hannahthompson@nichols.info,43,No,0
ord1276,2025-11-04,2025-11-08,Cust840,prod7379,File folder,Office supplies,South,Illinois,Ruizland,2,3849,5,7313.1,5095.2,2217.9,UPI,Delivered,"Burke, Martinez and Bates",monicagarcia@ross.com,45,No,0
ord1277,2025-03-02,2025-03-05,Cust659,prod8390,Office chair,Furniture,West,Nebraska,Nguyenmouth,2,2076,0,4152.0,3644.5,507.5,NB,Delivered,Smith-Boyer,dkim@hamilton.com,16,No,0
ord1278,2024-12-13,2024-12-18,Cust288,prod6729,Cooking oil,Grocery,North,Louisiana,East Matthew,5,1055,20,4220.0,3162.75,1057.25,CC,Returned,"Smith, Stark and Mendez",fieldsmichael@perez.net,42,No,0
ord1279,2025-04-23,2025-04-30,Cust332,prod3041,Study Table,Furniture,South,Florida,Ericshire,8,2026,5,15397.6,10951.48,4446.12,NB,Cancelled,"Bailey, Lang and Crawford",qherman@glover.com,28,No,0
ord1280,2025-07-23,2025-07-24,Cust417,prod2636,Sofa,Furniture,West,New Mexico,Moorechester,1,3059,5,2906.05,1936.77,969.28,UPI,Returned,"Franklin, Bullock and Howard",jamesstephen@ramsey-kent.net,34,No,0
ord1281,2025-02-24,2025-02-25,Cust885,prod7675,Cooking oil,Grocery,North,Illinois,Elizabethfort,2,1927,0,3854.0,2437.57,1416.43,NB,Pending,Morris-Shaffer,hollyflores@clements.com,30,No,0
ord1282,2025-08-31,2025-09-02,Cust680,prod6589,Bed,Furniture,South,Hawaii,Charlesborough,6,2803,15,14295.3,9662.22,4633.08,UPI,Pending,"Perez, Walker and Garrison",amber56@hutchinson.com,0,Yes,33
ord1283,2025-06-25,2025-06-26,Cust710,prod3250,Mouse,Electronics,South,South Carolina,Gallagherburgh,2,552,15,938.4,761.51,176.89,NB,Delivered,Bowers-Choi,darryl20@davis.com,2,Yes,21
ord1284,2025-06-23,2025-06-24,Cust749,prod9516,Office chair,Furniture,North,Idaho,Port Robert,6,1154,0,6924.0,4490.0,2434.0,Cash,Pending,Rowland PLC,lbrown@walton.net,15,No,0
ord1285,2025-03-18,2025-03-22,Cust536,prod8072,Calculator,Office supplies,West,New York,Angelashire,7,3656,0,25592.0,20170.87,5421.13,Cash,Delivered,Schneider Ltd,nsmith@gonzales.org,42,No,0
ord1286,2025-08-02,2025-08-03,Cust274,prod8332,Study Table,Furniture,South,Montana,Cartermouth,5,4749,5,22557.75,15345.14,7212.61,UPI,Cancelled,Jenkins Group,hendrickskelly@gibbs-smith.com,6,Yes,35
ord1287,2025-04-11,2025-04-14,Cust808,prod1822,Stapler,Office supplies,East,New Hampshire,New Ashley,10,4194,15,35649.0,30397.28,5251.72,UPI,Pending,Hunt LLC,watersnicholas@bolton.com,35,No,0
ord1288,2025-01-05,2025-01-06,Cust551,prod3957,Wheat,Grocery,North,Arizona,Lake Shawn,3,1880,15,4794.0,3624.18,1169.82,Cash,Delivered,"Hall, Harrison and Castillo",gmoore@johnson.org,39,No,0
ord1289,2024-12-13,2024-12-19,Cust996,prod6474,Laptop,Electronics,South,Illinois,Triciaside,9,4062,15,31074.3,20571.66,10502.64,CC,Cancelled,Weaver-Bailey,timothy81@lopez-graham.com,26,No,0
ord1290,2025-03-02,2025-03-04,Cust515,prod7728,File folder,Office supplies,South,California,East Michaelburgh,8,3646,0,29168.0,23529.59,5638.41,CC,Delivered,"Craig, Brooks and Morgan",sheri00@chen.com,8,Yes,32
ord1291,2025-11-05,2025-11-07,Cust344,prod3312,Study Table,Furniture,South,Maine,Taylormouth,7,3049,5,20275.85,15912.91,4362.94,NB,Returned,"Long, Rogers and Wade",clarencesilva@wood-duarte.biz,32,No,0
ord1292,2025-09-05,2025-09-09,Cust377,prod7957,Sofa,Furniture,South,Colorado,New Christophershire,2,2629,5,4995.1,4012.69,982.41,NB,Delivered,Hardin-Gomez,boydrenee@miller-delgado.com,27,No,0
ord1293,2025-03-17,2025-03-24,Cust293,prod1356,Calculator,Office supplies,North,Illinois,South Judith,4,234,20,748.8,644.03,104.77,NB,Delivered,Jackson Inc,mcdanielmark@branch.com,22,No,0
ord1294,2025-11-11,2025-11-15,Cust745,prod5502,Bed,Furniture,West,Michigan,Troyberg,6,2456,20,11788.8,10079.34,1709.46,UPI,Delivered,Newman Ltd,jbowen@casey-dorsey.net,9,Yes,42
ord1295,2025-04-05,2025-04-11,Cust648,prod5710,Bed,Furniture,South,Oklahoma,New Lauriechester,4,4019,10,14468.4,12267.75,2200.65,CC,Delivered,Massey LLC,amyscott@gibson-shaffer.com,40,No,0
ord1296,2025-11-09,2025-11-10,Cust637,prod1252,Rice bag,Grocery,South,Oregon,New Wandafurt,1,4666,5,4432.7,3891.41,541.29,Cash,Delivered,Nelson and Sons,penningtonjonathan@williams-moore.com,45,No,0
ord1297,2025-04-09,2025-04-12,Cust358,prod5145,Study Table,Furniture,South,Hawaii,Annemouth,7,2499,0,17493.0,11596.76,5896.24,UPI,Pending,Downs Ltd,oandrews@lozano-davis.com,26,No,0
ord1298,2025-05-24,2025-05-27,Cust429,prod5930,Notebook,Office supplies,West,Arkansas,Port Gabrielleport,5,999,10,4495.5,3634.27,861.23,NB,Returned,Bennett Inc,barry35@bowers.org,10,No,0
ord1299,2025-02-18,2025-02-21,Cust147,prod9562,Monitor,Electronics,South,New Mexico,Lake Michael,6,224,20,1075.2,712.48,362.72,NB,Returned,Howell PLC,christopher27@knox.info,45,No,0
ord1300,2025-11-02,2025-11-06,Cust250,prod8539,Study Table,Furniture,North,Virginia,North Michael,1,986,10,887.4,711.67,175.73,NB,Returned,Jensen-Elliott,kimberly23@molina-bennett.com,22,No,0
ord1301,2025-07-22,2025-07-25,Cust440,prod5655,Office chair,Furniture,South,Mississippi,Nicholsview,1,3536,5,3359.2,2636.53,722.67,CC,Pending,Medina PLC,asawyer@brown.com,43,No,0
ord1302,2025-05-01,2025-05-08,Cust693,prod8386,Notebook,Office supplies,North,Wisconsin,South Morganburgh,2,3687,0,7374.0,6533.16,840.84,CC,Cancelled,Mack LLC,brittneynunez@baker-monroe.com,8,Yes,23
ord1303,2025-04-03,2025-04-04,Cust917,prod5792,Headphones,Electronics,West,Colorado,Port Heather,10,2911,5,27654.5,20518.73,7135.77,UPI,Cancelled,Morgan-Villa,wallacejoshua@rogers.com,22,No,0
ord1304,2025-09-30,2025-10-05,Cust687,prod4224,Bookshelf,Furniture,East,South Carolina,Osborneshire,5,1971,10,8869.5,5903.13,2966.37,UPI,Cancelled,Webb-Cox,lisadavis@romero.com,15,No,0
ord1305,2025-01-26,2025-01-31,Cust258,prod1487,File folder,Office supplies,North,Wyoming,Port Jamesshire,4,4487,20,14358.4,9210.43,5147.97,CC,Delivered,Patrick-Harris,jeremy47@hood-brown.info,21,No,0
ord1306,2024-12-29,2024-12-31,Cust918,prod7666,Cooking oil,Grocery,West,Louisiana,Karifurt,5,4519,10,20335.5,18137.59,2197.91,UPI,Cancelled,Klein-Atkinson,annasmith@cabrera.info,35,No,0
ord1307,2025-10-12,2025-10-15,Cust790,prod1525,Laptop,Electronics,North,Montana,Hernandezburgh,7,439,0,3073.0,2752.69,320.31,Cash,Returned,Roy Inc,smithelizabeth@reyes-wall.com,33,No,0
ord1308,2025-04-27,2025-04-28,Cust742,prod7996,Laptop,Electronics,South,Tennessee,Port Edward,4,2903,20,9289.6,7126.3,2163.3,Cash,Cancelled,"Johns, Murphy and Burns",laurengamble@lambert.com,16,No,0
ord1309,2025-08-06,2025-08-09,Cust932,prod1921,Office chair,Furniture,North,Indiana,East Judytown,7,244,15,1451.8,1277.21,174.59,UPI,Returned,Villarreal LLC,raymondwilliams@george.com,7,Yes,46
ord1310,2025-08-18,2025-08-23,Cust376,prod3723,Bookshelf,Furniture,South,Minnesota,East Harold,6,3369,0,20214.0,13440.79,6773.21,Cash,Cancelled,"Reed, Salazar and Aguilar",sfrancis@davies-gibbs.com,26,No,0
ord1311,2025-12-04,2025-12-07,Cust936,prod2357,File folder,Office supplies,East,West Virginia,Raymondton,2,2951,10,5311.8,4396.94,914.86,CC,Delivered,Andrade and Sons,christopher12@hunt.biz,16,No,0
ord1312,2025-05-07,2025-05-13,Cust593,prod5970,Bookshelf,Furniture,East,Oregon,Port Erinburgh,2,911,10,1639.8,1418.24,221.56,CC,Cancelled,Barnett Ltd,lorigray@davidson-love.com,20,No,0
ord1313,2025-12-05,2025-12-07,Cust165,prod5384,Laptop,Electronics,East,Arkansas,West David,1,4568,5,4339.6,3754.5,585.1,UPI,Delivered,Taylor-Hayes,samanthataylor@simmons.com,28,No,0
ord1314,2024-12-19,2024-12-21,Cust973,prod3381,Laptop,Electronics,North,Illinois,Pachecochester,3,692,15,1764.6,1564.02,200.58,CC,Pending,Dunlap-Shaw,joewatson@coleman-watson.info,41,No,0
ord1315,2025-01-10,2025-01-16,Cust243,prod5298,Monitor,Electronics,West,Connecticut,North Sharonfort,10,2412,0,24120.0,21660.93,2459.07,Cash,Pending,Simpson-Sanchez,ethomas@cox-pennington.com,34,No,0
ord1316,2025-08-19,2025-08-24,Cust702,prod2983,File folder,Office supplies,East,Colorado,Roweburgh,1,4561,20,3648.8,2678.13,970.67,Cash,Pending,"Reynolds, Jenkins and Leach",robinsonjacob@allen-patel.com,25,No,0
ord1317,2025-10-06,2025-10-07,Cust602,prod9995,Rice bag,Grocery,North,Maryland,Smithbury,1,4743,0,4743.0,3353.97,1389.03,Cash,Cancelled,Williams Inc,vward@sosa.com,16,No,0
ord1318,2025-12-04,2025-12-06,Cust114,prod4853,Mouse,Electronics,South,Kentucky,Michelleville,5,2976,5,14136.0,9238.4,4897.6,CC,Delivered,Perez-Anderson,bkidd@wolf.com,1,Yes,22
ord1319,2025-04-24,2025-05-01,Cust392,prod4436,Calculator,Office supplies,East,Maine,Lake Patrickburgh,9,3839,0,34551.0,30814.02,3736.98,CC,Cancelled,White PLC,underwoodbrandon@phillips.com,41,No,0
ord1320,2024-12-14,2024-12-21,Cust510,prod4563,Stapler,Office supplies,West,Michigan,Port Jodyland,6,156,20,748.8,483.91,264.89,Cash,Returned,"Reyes, Brown and Hansen",bbaker@santos.info,24,No,0
ord1321,2025-04-02,2025-04-07,Cust855,prod9397,Laptop,Electronics,North,Colorado,East Steventon,6,3351,0,20106.0,14027.14,6078.86,NB,Cancelled,Brown-Jones,william91@lopez.net,22,No,0
ord1322,2025-05-19,2025-05-23,Cust667,prod2826,Notebook,Office supplies,East,Florida,Danielhaven,6,3691,5,21038.7,13505.54,7533.16,UPI,Pending,Dalton LLC,williamschristian@mccarthy.org,31,No,0
ord1323,2025-04-18,2025-04-21,Cust772,prod9287,Rice bag,Grocery,North,Mississippi,East Sharon,1,793,0,793.0,697.06,95.94,UPI,Delivered,Byrd Ltd,otaylor@thomas-peterson.com,38,No,0
ord1324,2025-03-13,2025-03-20,Cust760,prod7835,Laptop,Electronics,West,Washington,Michaelbury,6,4870,0,29220.0,23981.28,5238.72,NB,Cancelled,Cantu Inc,vancekyle@miles.com,17,No,0
ord1325,2025-02-24,2025-02-26,Cust973,prod2679,Bookshelf,Furniture,South,Arkansas,Lake Elizabeth,2,1707,0,3414.0,2761.49,652.51,UPI,Returned,"Johnson, Clark and Christian",felicia06@hoffman.com,40,No,0
ord1326,2025-06-20,2025-06-24,Cust926,prod2067,Calculator,Office supplies,North,Virginia,Colleenton,7,1703,15,10132.85,8098.86,2033.99,Cash,Cancelled,"Malone, Walker and Griffin",lewismark@avery.com,1,Yes,46
ord1327,2025-02-20,2025-02-21,Cust735,prod5531,Study Table,Furniture,North,New Hampshire,West Kristina,4,2457,5,9336.6,6942.98,2393.62,Cash,Cancelled,"Barnett, Sims and Adams",april50@wall-hall.net,8,Yes,37
ord1328,2025-04-18,2025-04-19,Cust689,prod7987,Bookshelf,Furniture,West,Oregon,South Jaredtown,5,1796,0,8980.0,7780.33,1199.67,CC,Pending,Stevens Group,evansshirley@stanley.net,14,No,0
ord1329,2025-10-29,2025-11-05,Cust216,prod3034,Bookshelf,Furniture,East,Missouri,South Yvette,9,4013,15,30699.45,20074.57,10624.88,Cash,Cancelled,Little-Scott,kimberly97@armstrong.org,4,Yes,41
ord1330,2025-07-23,2025-07-24,Cust310,prod7054,Keyboard,Electronics,West,Pennsylvania,West Terristad,9,538,15,4115.7,3403.0,712.7,NB,Returned,Williams and Sons,casey00@mcfarland.net,14,No,0
ord1331,2025-03-26,2025-03-30,Cust650,prod5468,Calculator,Office supplies,North,Connecticut,Markstad,2,292,20,467.2,354.38,112.82,CC,Pending,"Morrow, Stewart and Dawson",baileyjennifer@ayers.org,28,No,0
ord1332,2025-10-29,2025-11-01,Cust146,prod3290,Calculator,Office supplies,West,Hawaii,Parksmouth,3,1511,15,3853.05,3316.77,536.28,CC,Returned,Mckinney PLC,xkerr@wilson.net,34,No,0
ord1333,2025-05-21,2025-05-26,Cust509,prod8459,Calculator,Office supplies,South,Colorado,Lake Christianburgh,10,1000,20,8000.0,4969.73,3030.27,NB,Delivered,Allen LLC,elizabethbarnes@bradshaw.org,8,Yes,43
ord1334,2025-06-18,2025-06-20,Cust280,prod5985,Headphones,Electronics,East,Missouri,Lake Michaelborough,3,400,10,1080.0,717.97,362.03,NB,Returned,"Smith, Watkins and Murphy",roy25@zavala.org,43,No,0
ord1335,2025-01-06,2025-01-08,Cust657,prod6368,Office chair,Furniture,East,New Hampshire,New Sarah,9,526,15,4023.9,3462.65,561.25,Cash,Returned,May PLC,omartinez@baker.com,34,No,0
ord1336,2025-06-28,2025-07-03,Cust480,prod6995,Stapler,Office supplies,East,Arizona,Port Alvin,9,2337,20,16826.4,13483.79,3342.61,Cash,Delivered,"Sanders, Johnson and Short",dalechandler@avery.com,34,No,0
ord1337,2025-04-20,2025-04-23,Cust835,prod9281,Calculator,Office supplies,South,Florida,Joshuaborough,8,4271,15,29042.8,21322.36,7720.44,Cash,Delivered,Cardenas-Cooley,cbarrett@ball.org,33,No,0
ord1338,2025-04-01,2025-04-08,Cust467,prod7320,Biscuits,Grocery,North,Texas,Melanieton,6,1571,15,8012.1,5285.42,2726.68,UPI,Pending,Foster-Simmons,jennythompson@leach.com,34,No,0
ord1339,2025-11-10,2025-11-12,Cust646,prod7937,File folder,Office supplies,South,Kansas,Bennettport,7,1321,15,7859.95,7003.64,856.31,CC,Returned,Freeman Inc,robinsonadam@pearson.com,17,No,0
ord1340,2025-09-30,2025-10-03,Cust188,prod2282,Rice bag,Grocery,East,Kansas,Sheatown,10,4292,0,42920.0,30786.7,12133.3,UPI,Cancelled,Davis PLC,david85@stewart.biz,28,No,0
ord1341,2025-03-29,2025-04-02,Cust289,prod4534,Monitor,Electronics,North,Maine,Port Ashley,6,1971,15,10052.1,7727.15,2324.95,Cash,Returned,"Yates, Simpson and Cummings",stephenmcpherson@curry-scott.com,14,No,0
ord1342,2025-02-05,2025-02-11,Cust463,prod4686,Sugar,Grocery,North,Illinois,East Frank,4,3854,10,13874.4,10365.26,3509.14,NB,Delivered,Parsons-Howard,christina15@church-allen.biz,40,No,0
ord1343,2025-04-19,2025-04-20,Cust148,prod1702,Pen,Office supplies,South,Missouri,West Harryville,7,3040,10,19152.0,12404.6,6747.4,UPI,Returned,Mccann-Robinson,grace93@murphy.com,25,No,0
ord1344,2025-07-06,2025-07-09,Cust673,prod7589,Office chair,Furniture,East,Rhode Island,Donaldbury,2,4960,0,9920.0,7159.71,2760.29,UPI,Cancelled,Chavez Ltd,dorothy47@johnson.net,18,No,0
ord1345,2025-02-16,2025-02-21,Cust530,prod3700,Rice bag,Grocery,North,Missouri,Steinbury,1,3016,15,2563.6,2236.3,327.3,NB,Returned,Ford Inc,vfisher@bowen-wright.net,40,No,0
ord1346,2025-05-05,2025-05-08,Cust741,prod6689,Study Table,Furniture,East,Iowa,Port Chadshire,4,2215,15,7531.0,6347.99,1183.01,UPI,Delivered,"Maxwell, Shannon and Miller",vernon43@turner.com,27,No,0
ord1347,2025-08-06,2025-08-12,Cust867,prod2445,Rice bag,Grocery,North,Colorado,Port Curtis,7,923,15,5491.85,3564.32,1927.53,Cash,Returned,"Foster, Davila and Duncan",nfletcher@kaufman-holmes.com,10,No,0
ord1348,2025-07-28,2025-08-03,Cust437,prod3877,Pen,Office supplies,East,Florida,South Daniel,10,1452,20,11616.0,9738.37,1877.63,CC,Cancelled,Wolf Inc,jessica34@hudson-ball.com,43,No,0
ord1349,2025-10-27,2025-10-28,Cust167,prod7933,Bookshelf,Furniture,North,Maryland,Phillipsstad,5,3229,15,13723.25,11310.7,2412.55,CC,Returned,Patel Group,mary93@malone.org,50,No,0
ord1350,2025-10-07,2025-10-10,Cust881,prod9338,Headphones,Electronics,South,Colorado,Camachoview,8,2649,5,20132.4,14010.51,6121.89,UPI,Pending,Griffin-Mcbride,reneemarshall@schultz.com,1,Yes,29
ord1351,2024-12-30,2025-01-03,Cust591,prod5123,Office chair,Furniture,East,Michigan,New Josephville,1,2032,10,1828.8,1390.06,438.74,CC,Delivered,Munoz-Smith,jacquelinerodriguez@casey.com,18,No,0
ord1352,2025-01-11,2025-01-15,Cust491,prod2171,File folder,Office supplies,North,Michigan,Lake Kristinbury,9,2784,0,25056.0,17886.6,7169.4,CC,Returned,Dougherty Group,wthomas@davis.com,5,Yes,49
ord1353,2025-11-10,2025-11-11,Cust830,prod9126,Notebook,Office supplies,East,Oklahoma,West Christinaview,5,4299,5,20420.25,15184.49,5235.76,UPI,Cancelled,Carson Group,elizabeth55@miller.org,25,No,0
ord1354,2025-02-23,2025-02-26,Cust249,prod2003,Office chair,Furniture,West,Virginia,Scottfort,9,1690,15,12928.5,9212.52,3715.98,UPI,Delivered,"Oliver, Elliott and West",rebeccathomas@ball-jones.org,30,No,0
ord1355,2025-02-12,2025-02-14,Cust392,prod7058,Sugar,Grocery,North,Delaware,New Austinmouth,10,2348,20,18784.0,14430.93,4353.07,CC,Returned,"Johnson, Atkinson and Nelson",shelby01@thompson.com,8,Yes,32
ord1356,2025-11-05,2025-11-07,Cust710,prod2964,Sofa,Furniture,South,Illinois,Ryanhaven,10,2965,5,28167.5,18462.54,9704.96,CC,Pending,Wagner-Randall,bellgreg@scott-hawkins.com,5,Yes,33
ord1357,2025-07-19,2025-07-23,Cust403,prod7640,Pen,Office supplies,South,Alabama,West Haley,9,2191,10,17747.1,13694.71,4052.39,CC,Cancelled,Brooks-Johnson,david84@garcia-olson.com,13,No,0
ord1358,2025-06-23,2025-06-28,Cust321,prod7037,Stapler,Office supplies,West,New Mexico,New Julie,10,3663,10,32967.0,25009.99,7957.01,CC,Delivered,Vargas Inc,patrickwilson@lewis.com,17,No,0
ord1359,2025-04-26,2025-04-29,Cust277,prod1410,Headphones,Electronics,West,Hawaii,Stevenmouth,7,4016,20,22489.6,17753.0,4736.6,UPI,Pending,"James, Bates and Perry",marc47@perry.com,14,No,0
ord1360,2025-02-08,2025-02-15,Cust720,prod3248,Stapler,Office supplies,South,Washington,Michaelton,2,1888,20,3020.8,1852.54,1168.26,NB,Delivered,Castro PLC,jacob14@thomas.com,26,No,0
ord1361,2025-06-04,2025-06-11,Cust812,prod2283,Bookshelf,Furniture,East,Vermont,West Douglas,3,320,10,864.0,541.13,322.87,NB,Cancelled,"Diaz, Moreno and Bryant",bryan32@hamilton-hayden.com,40,No,0
ord1362,2025-03-07,2025-03-09,Cust111,prod4470,Monitor,Electronics,South,Utah,Sullivantown,10,363,0,3630.0,2920.11,709.89,UPI,Cancelled,Dawson LLC,creynolds@lewis-williams.com,19,No,0
ord1363,2025-09-15,2025-09-22,Cust762,prod6818,Sugar,Grocery,South,North Carolina,Wilsonhaven,5,4789,15,20353.25,16417.49,3935.76,CC,Delivered,Landry Group,tramos@wright-maldonado.com,41,No,0
ord1364,2024-12-19,2024-12-25,Cust473,prod9123,Office chair,Furniture,East,Utah,New Jeffrey,4,229,5,870.2,541.42,328.78,CC,Returned,Watson PLC,martinjennifer@quinn.com,42,No,0
ord1365,2025-10-25,2025-11-01,Cust488,prod6004,Notebook,Office supplies,North,Rhode Island,Warrenhaven,6,4173,10,22534.2,17294.42,5239.78,CC,Returned,"Taylor, Beltran and Knight",welchnicole@hodge-baker.biz,7,Yes,22
ord1366,2024-12-06,2024-12-11,Cust150,prod7012,Biscuits,Grocery,South,Texas,Harrisonshire,4,320,10,1152.0,944.63,207.37,CC,Delivered,Webster-Peters,jenniferking@garcia.info,3,Yes,20
ord1367,2025-06-23,2025-06-29,Cust411,prod9370,Laptop,Electronics,South,New Mexico,Martinezmouth,2,4661,5,8855.9,7487.01,1368.89,NB,Pending,Robbins-Moody,william16@allen-fisher.net,32,No,0
ord1368,2025-10-13,2025-10-14,Cust763,prod7557,Notebook,Office supplies,West,Georgia,Port Caitlin,8,4314,5,32786.4,26530.28,6256.12,CC,Cancelled,Bennett-Patel,pwilliamson@gentry.com,10,No,0
ord1369,2025-10-06,2025-10-10,Cust696,prod2287,Calculator,Office supplies,South,Nevada,Singhhaven,10,3673,10,33057.0,22988.48,10068.52,NB,Delivered,Bonilla-Rodriguez,robertojohnson@smith.com,15,No,0
ord1370,2025-05-30,2025-06-06,Cust301,prod3873,Sofa,Furniture,West,North Dakota,East Ryan,1,721,15,612.85,513.41,99.44,Cash,Pending,"Carter, David and Sims",ejordan@thomas.com,26,No,0
ord1371,2025-04-04,2025-04-11,Cust656,prod2543,Stapler,Office supplies,West,Delaware,Brooksburgh,10,1632,20,13056.0,11201.93,1854.07,Cash,Cancelled,"Wilson, Davis and Williams",nataliehernandez@freeman-adams.net,38,No,0
ord1372,2025-06-08,2025-06-15,Cust124,prod4954,Biscuits,Grocery,East,Oklahoma,East Larryberg,3,707,10,1908.9,1547.33,361.57,CC,Delivered,"Baldwin, Wheeler and Ellis",mathiselizabeth@marquez-drake.com,0,Yes,21
ord1373,2025-02-27,2025-03-04,Cust506,prod2502,Notebook,Office supplies,East,New Mexico,West Theodore,9,4362,20,31406.4,20471.41,10934.99,UPI,Delivered,"Davis, Smith and Raymond",bthompson@trevino.com,28,No,0
ord1374,2025-05-02,2025-05-08,Cust901,prod7272,Monitor,Electronics,South,Vermont,Juanbury,2,1728,10,3110.4,1956.96,1153.44,Cash,Pending,Conley LLC,thomas98@campbell.com,38,No,0
ord1375,2024-12-19,2024-12-20,Cust183,prod4195,Rice bag,Grocery,West,Georgia,West Oliviafort,6,2182,0,13092.0,8085.48,5006.52,CC,Pending,Powers-Myers,katelynhale@lee-myers.com,22,No,0
ord1376,2025-05-12,2025-05-19,Cust780,prod2651,Laptop,Electronics,North,Nebraska,Port Michelleville,8,4471,0,35768.0,31998.55,3769.45,NB,Delivered,"Payne, Williams and Kim",williamsmichelle@singh-johnson.com,13,No,0
ord1377,2025-06-30,2025-07-07,Cust681,prod1257,Pen,Office supplies,West,Kentucky,New Elizabeth,6,2675,5,15247.5,11188.84,4058.66,NB,Delivered,Peterson Group,emitchell@brady-alvarez.biz,29,No,0
